normal_count,attack_count,mean_log_src_bytes_normal,mean_log_src_bytes_attack,clt_shapiro_w,clt_shapiro_p,mann_whitney_u,mann_whitney_p,welch_t,welch_p,bootstrap_mean_diff_attack_minus_normal_low,bootstrap_mean_diff_attack_minus_normal_high
67343,58630,5.259490661806021,0.8981950465418537,0.9977441978829799,0.19130534971190966,3548423374.0,0.0,373.48277860565935,0.0,-4.536394385451957,-4.172233406021796
